Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
0.003779908502677875,0.0037762350965833014,0.00385296049815886,0.004059941335946241,0.004524981880103058,0.004931526603653506,0.005201343075291132,0.004930117880595771,0.004440599124033811,0.00395843828117551,0.0037227406238826994,0.0037799988784864586
0.004008055740392532,0.003992957281534772,0.004011118750837599,0.004245018775624216,0.004709539605349882,0.005102931530723264,0.005345839513726937,0.005069110023390472,0.0045909050836606,0.004117462487620851,0.003933521999881796,0.004020365977076245
0.004144327827378833,0.0042125100372741725,0.004305771739174704,0.004539810810894274,0.0049256806335465355,0.00530977475077162,0.005522771129055601,0.005268701424492943,0.004799546574931828,0.004382915841719509,0.004196340019601409,0.00418761389082382
0.004269505653288671,0.004346455362005503,0.004460988817327024,0.004709283908688431,0.00506747224449364,0.005427989219140594,0.005640114890323053,0.0054022565718898335,0.004939275231166114,0.004599382405813973,0.004305815031622689,0.004313182649817915
0.0044989805438785625,0.004506840360438621,0.004636187955195063,0.004878841494317483,0.005285324820293411,0.005563412820871547,0.005768832033232851,0.005564256839815624,0.005092786373672982,0.00475302761300875,0.004448366359343463,0.004443418537311788
0.004607705906846754,0.0046047887811472895,0.004796035012463012,0.004982069669074815,0.005375507068860898,0.005761638558788403,0.005968185817653506,0.005821725186407749,0.0053742959314680185,0.004986660830492102,0.004713838701831041,0.004576530107565103
0.004903689685729756,0.004811405923424598,0.0049962319701007925,0.0052050374563876395,0.005552495593707604,0.005968960240485212,0.006160671854373655,0.006028674002038871,0.005627326835365848,0.005324042178696644,0.0050116635214476485,0.004881051200092375
0.0050477055293073995,0.00498744662214869,0.005139474816093485,0.005409481973310467,0.005736427032182088,0.006119444934570971,0.006403612430446744,0.006360831736425764,0.006021327102920055,0.005636540630924184,0.005309297932125721,0.0050819159922664385
0.005220364465170123,0.005221550873358066,0.005227971196701763,0.00546341290799497,0.005902546695531119,0.006208018421779343,0.0064791303980017015,0.006535599211647761,0.006289849891109132,0.005875887094430755,0.005523013573032061,0.0052381759234127285
0.0054889370418268356,0.005446732893383972,0.005494025216800968,0.005684019043528761,0.0059850075482696784,0.006291463189215025,0.006558648008915837,0.006696471331264201,0.006536570353879318,0.006118669877143654,0.005801029863983493,0.005515278760059342
0.0056842864516092,0.00556319333939645,0.005579886349792391,0.005811492821291665,0.006106210123234761,0.006400273200280547,0.0066790001685266,0.006878477564410218,0.006803378281922603,0.006434619056189579,0.0060930906716224675,0.005809591324210684
0.005863123601688848,0.005699078117028164,0.005706957262468897,0.005922051759485649,0.006187464471142632,0.00646041366527325,0.006809259359101024,0.007077963258263822,0.007050381013057525,0.006734597454593672,0.006359394957984923,0.005954584508233733
0.005988078166331208,0.005859820345540699,0.005865575392306225,0.005947468713011363,0.006203945967347929,0.006488929373581887,0.006851536697792759,0.0071667843621144155,0.007179128321609583,0.006933690079124701,0.006541634566884547,0.006156150501262173
0.006088106590598684,0.0060127292564352165,0.005989536229563122,0.006091198576822023,0.006338997395999427,0.006634470609325255,0.0069938996538425075,0.007308014350669437,0.007359106131515119,0.007143652900275616,0.006700270202687469,0.006289198569948917
0.006175892832722508,0.006102701472037182,0.006080358027674189,0.006176011226749088,0.006377330572014963,0.006689587784284806,0.007088994208438897,0.007387969882397738,0.0074762962082394885,0.007256251636911271,0.006768504262477748,0.006358328042936237
0.006290010557518237,0.006170747614741454,0.0061663800068345945,0.006269283966004119,0.006537915342928986,0.006856875813065361,0.007209487843124375,0.007546594062452899,0.0076714530383645355,0.007451496206095469,0.006928057787888723,0.006461543437543054
0.006336221271110174,0.006206092963880115,0.006236057892648656,0.006358493857006988,0.0066161375893453115,0.006949885687537647,0.007278400554411996,0.0076623838288914356,0.007850269647926799,0.00763153223593247,0.007063407952157203,0.00653124310467208
0.006473729977152459,0.0063225610624611855,0.006365163639728284,0.006469251861996691,0.00672709804816379,0.007083188502439081,0.007439057434019961,0.007852154408097285,0.008113045284504173,0.007847027896764558,0.007234720121837039,0.006679209052638561
0.0066395050287126715,0.00650885594691912,0.006500839936256545,0.006640438588746969,0.006877217288116924,0.007208355112014916,0.007624433906984814,0.00811560881692672,0.008350060493914289,0.008063058552796428,0.007415353885038327,0.00684766485357176
0.006888872676600448,0.006804395914781051,0.006764504157964856,0.006856534816125758,0.007008287821151501,0.007360674974799669,0.00784334578554297,0.008364560301186937,0.008562354939995888,0.008270856167543236,0.007598105690132395,0.007033254811012014
0.007139596073390293,0.007081566126463969,0.007070502556437322,0.007104708979485657,0.007216714205695729,0.007566489636782565,0.008034365344757842,0.00853471800992104,0.008768939920915798,0.008483336419993878,0.007797348022225084,0.0072484586942398
0.007370717138623614,0.00734694195562098,0.0073887701053385645,0.007367920228400328,0.007477268302081763,0.007809249085578185,0.008194859336733095,0.008646040793056108,0.00885463805078976,0.008623803441944826,0.00793717964109388,0.007473847431526414
0.007577311256158927,0.007621543301994536,0.007638734671566303,0.0075880519389123985,0.007679796634096911,0.007971867694326363,0.00832136194977361,0.00871295457045761,0.00891886374600847,0.008662128820135551,0.008030266651204905,0.0076219541316624
